date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:33:24	2725/2725	---M--	200	added ('OK')	image/png	etag:%22aa5-598b55b3624d2%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/logo_black_02.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/logo_black_02.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2002:33:25%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/'https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/hero_home_02.jpg'	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/'https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/hero_home_02.jpg'	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:26	362380/362380	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2002:33:26%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/https:/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/hero_home_02.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/hero_home_02.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2002:33:28%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/'https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_03.jpg'	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/'https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_03.jpg'	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:30	362380/362380	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2002:33:29%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/https:/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_03.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_03.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:30	200168/200168	---M--	200	added ('OK')	image/jpeg	etag:%2230de8-598b55dad7dfb%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_card_01.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_card_01.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:31	213333/213333	---M--	200	added ('OK')	image/jpeg	etag:%2234155-598b55d6f450c%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_card_03.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_card_03.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2002:33:31%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/'https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_04.jpg'	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/'https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_04.jpg'	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:32	152130/152130	---M--	200	added ('OK')	image/jpeg	etag:%2225242-598b55d28b37f%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_card_02.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_card_02.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:34	362380/362380	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2002:33:32%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/https:/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_04.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_04.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:34	2634/2634	---M--	200	added ('OK')	image/jpeg	etag:%22a4a-598b5581f5560%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/testimonials_01.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/testimonials_01.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2002:33:35%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/'https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_05.jpg'	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/'https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_05.jpg'	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:37	362380/362380	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2002:33:36%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/https:/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_05.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_05.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:37	34053/34053	---M--	200	added ('OK')	image/jpeg	etag:%228505-598b557bdcdcf%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/team_01.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/team_01.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:38	49133/49133	---M--	200	added ('OK')	image/jpeg	etag:%22bfed-598b5574a0e66%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/team_02.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/team_02.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:38	34935/34935	---M--	200	added ('OK')	image/jpeg	etag:%228877-598b55773c1ac%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/team_03.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/team_03.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:39	36907/36907	---M--	200	added ('OK')	image/jpeg	etag:%22902b-598b557970c67%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/team_04.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/02/team_04.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2002:33:39%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/'https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_06.jpg'	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/'https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_06.jpg'	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:41	362380/362380	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2002:33:41%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/https:/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_06.jpg	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/https_/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/inner_hero_06.jpg	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:42	4510/4510	---M--	200	added ('OK')	image/png	etag:%22119e-598b55b49d3a5%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-01.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-01.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:42	1955/1955	---M--	200	added ('OK')	image/png	etag:%227a3-598b55b5e3a0e%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-02.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-02.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:42	4494/4494	---M--	200	added ('OK')	image/png	etag:%22118e-598b55b727d4f%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-03.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-03.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:43	5009/5009	---M--	200	added ('OK')	image/png	etag:%221391-598b55b86bca8%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-04.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-04.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:43	3493/3493	---M--	200	added ('OK')	image/png	etag:%22da5-598b55b9a928b%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-05.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-05.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:43	2347/2347	---M--	200	added ('OK')	image/png	etag:%2292b-598b55bb6f3d2%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-06.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-06.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:44	3327/3327	---M--	200	added ('OK')	image/png	etag:%22cff-598b55bcbc3b2%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-07.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/client-logo-white-07.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:44	559/559	---M--	200	added ('OK')	image/png	etag:%2222f-598b55d0159c1%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/pin_blue.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/pin_blue.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2002:33:45%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/'https://goldenblatt.bold-themes.com/main-demo/wp-content/plugins/bold-page-builder/img/blank.gif'	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/'https_/goldenblatt.bold-themes.com/main-demo/wp-content/plugins/bold-page-builder/img/blank.gif'	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:47	362380/362380	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2002:33:46%20GMT	https://goldenblatt.bold-themes.com/main-demo/home/home-02/https:/goldenblatt.bold-themes.com/main-demo/wp-content/plugins/bold-page-builder/img/blank.gif	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/home/home-02/https_/goldenblatt.bold-themes.com/main-demo/wp-content/plugins/bold-page-builder/img/blank.gif	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:47	1530/1530	---M--	200	added ('OK')	image/png	etag:%225fa-598b55cee6a54%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/logo_white_small_02.png	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/uploads/sites/2/2019/10/logo_white_small_02.png	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:47	919/919	---MC-	200	added ('OK')	text/javascript	date:Wed,%2027%20Jul%202022%2002:33:47%20GMT	https://www.google.com/recaptcha/api.js?onload=wp_recaptchaLoadCallback&render=explicit	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/www.google.com/recaptcha/api6c4a.js	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:48	6475/6475	---MCZ	200	added ('OK')	application/javascript	etag:W/%22194b-5dfe876d827f4%22	https://goldenblatt.bold-themes.com/main-demo/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:48	19142/19142	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ac6-5dfe876d827f4%22	https://goldenblatt.bold-themes.com/main-demo/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
09:33:48	9720/9720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2225f8-5dfe87798ace8%22	https://goldenblatt.bold-themes.com/main-demo/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.5.6.1	D:/Project/Scomptec/1.%20Tampilan/Template%20Sela%20New%203/goldenblatt.bold-themes.com/main-demo/wp-content/plugins/contact-form-7/includes/js/index04dd.js	(from https://goldenblatt.bold-themes.com/main-demo/home/home-02/)
